city_key,city,source_id,basis_category,multiplier_or_floor,release_trigger_category,schedule_form_category,intermediate_steps_category,terminal_condition_category,final_retained_5pct,extra_condition_after_first_registration,n_release_steps,share_drawable_at_topout,final_retained_share,n_release_steps_status,share_drawable_at_topout_status,final_retained_share_status,evidence_excerpt,full_policy_text_used,source_file,source_sheet,dep_template_id,dep_stage_count_total,dep_active_stage_count,dep_stage_keys,dep_stage_names,dep_active_stage_names,dep_stage_mapping_status,dep_topout_stage_key,dep_registration_stage_key,dep_n_release_steps,dep_share_drawable_at_topout,dep_final_retained_share,dep_topout_status,dep_final_retained_status,dep_attribute_layer,dep_stage_ratio_definition,dep_source_file,dep_source_workbook,dep_mapping_version
合肥,合肥,Hefei-2,approved construction cost,with multiplier or floor,named administrative certificates,drawdown ceiling,specified but count unavailable,other / unclear,False,False,,0.1,,not explicitly countable from retained excerpt,explicit percentage near 主体结构封顶; midpoint used for a stated range,not explicitly parseable from retained excerpt,监管账户内的监管资金进行查封、冻结、划拨的，监管银行有义务证明商品房预售资金及监管账户的性质，并及时书面告知监管处,True,policy_identification_filled.xlsx,City_audit,5stage_Pcost,5,4,stage_1|stage_2|stage_3|stage_4|stage_5,阶段1|阶段2|竣备|阶段4|阶段5,阶段1|阶段2|竣备|阶段4,partial_named_milestones,,,4,,,not_estimable:topout_stage_name_unmapped,not_estimable:registration_stage_name_unmapped,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
定安,定安,Ding'an-3,approved construction cost,with multiplier or floor,unspecified construction progress,找不到/未明确,specified but count unavailable,other / unclear,False,False,,,,not explicitly countable from retained excerpt,not explicitly parseable from retained excerpt,not explicitly parseable from retained excerpt,监管额度和拨付节点 | 监管账户内的资金达到监管额度后，超出部分可由开发企业自行提取使用 | 完成房屋所有权首次登记后终止,True,policy_identification_filled.xlsx,City_audit,4stage_Ncost,4,4,stage_1|stage_2|stage_3|stage_4,主体|装修|竣备|确权,主体|装修|竣备|确权,complete_named_milestones,stage_1,stage_4,4,0.3,0.1,cumulative_same_denominator_stage_shares,terminal_stage_share:monthly_revenue_stage_ratio,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
屯昌,屯昌县,Tunchang County-3,approved construction cost,with multiplier or floor,successive inspection stages,retained balance,specified but count unavailable,other / unclear,False,False,,,,not explicitly countable from retained excerpt,not explicitly parseable from retained excerpt,not explicitly parseable from retained excerpt,监管额度和拨付节点 | 监管账户内的资金达到监管额度后，超出部分可由开发企业自行提取使用 | 完成房屋所有权首次登记后终止,True,policy_identification_filled.xlsx,City_audit,4stage_Ncost,4,4,stage_1|stage_2|stage_3|stage_4,主体|装修|竣备|确权,主体|装修|竣备|确权,complete_named_milestones,stage_1,stage_4,4,0.3,0.1,cumulative_same_denominator_stage_shares,terminal_stage_share:monthly_revenue_stage_ratio,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
广州,广州,Guangzhou-1,presale proceeds,,successive inspection stages,retained balance,specified but count unavailable,5% retained,True,False,,0.65,0.05,not explicitly countable from retained excerpt,explicit percentage near 主体结构; midpoint used for a stated range,manual 5% retained flag,监管额度50% 2、主体结构分部工程验收后，拆除排栅前——监管额度35% | 完成首次登记 1、施工进度要达到对应的要求,True,policy_identification_filled.xlsx,City_audit,5stage_Pcost,5,4,stage_1|stage_2|stage_3|stage_4|stage_5,阶段1|阶段2|竣备|阶段4|阶段5,阶段1|阶段2|竣备|阶段4,partial_named_milestones,,,4,,,not_estimable:topout_stage_name_unmapped,not_estimable:registration_stage_name_unmapped,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
惠州,惠州,Huizhou-2,approved construction cost,,successive inspection stages,retained balance,specified,condition beyond first registration,True,True,6.0,,0.05,explicit Chinese count in evidence excerpt,not explicitly parseable from retained excerpt,manual 5% retained flag,"监管额度公式：预售证面积/系数*3960+预售证装修面积*1200 余下监管额度=(重点监管额度-已解工程款) ＜ 监管余额 （可用土地款或前期工程款发票解冻多出金额） 1.竣备 | 监管账户内的资金按项目销售总金额的10%计算留存; (二)监管项目规划验收后至竣工验收备案前，监管账户内的资金按项目销售总金额的8%计算留存; (三)监管项目竣工验收备案后至不动产首次登记前，监管账户内的资金按项目销售总金额的5%计算留存; (四)监管账户对应所有监管项目办理了不动产首次登记的，房地产开发企业可以申请解除账户的监管 | 完成房屋所有权首次登记后,房地产开发企业申请解除商品房预售资金监管的,经监管部门结合企业纳税信用等级等情况核实同意,可解除预售资金监管",True,policy_identification_filled.xlsx,City_audit,5stage_Pcost,5,3,stage_1|stage_2|stage_3|stage_4|stage_5,阶段1|阶段2|竣备|阶段4|阶段5,阶段1|竣备|阶段4,partial_named_milestones,,,3,,,not_estimable:topout_stage_name_unmapped,not_estimable:registration_stage_name_unmapped,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
文昌,文昌,Wenchang-3,approved construction cost,with multiplier or floor,unspecified construction progress,找不到/未明确,specified but count unavailable,other / unclear,False,False,,,,not explicitly countable from retained excerpt,not explicitly parseable from retained excerpt,not explicitly parseable from retained excerpt,监管额度 | 监管账户内的资金达到监管额度后超出部分可由开发企业自行提取使用 | 完成，最后拨付节点为项目完成房屋所有权首次登记,True,policy_identification_filled.xlsx,City_audit,4stage_Ncost,4,4,stage_1|stage_2|stage_3|stage_4,主体|装修|竣备|确权,主体|装修|竣备|确权,complete_named_milestones,stage_1,stage_4,4,0.3,0.1,cumulative_same_denominator_stage_shares,terminal_stage_share:monthly_revenue_stage_ratio,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
昌江,昌江,Changjiang-3,approved construction cost,with multiplier or floor,unspecified construction progress,找不到/未明确,specified but count unavailable,other / unclear,False,False,,,,not explicitly countable from retained excerpt,not explicitly parseable from retained excerpt,not explicitly parseable from retained excerpt,监管额度 | 监管账户内的资金达到监管额度后超出部分可由开发企业自行提取使用 | 完成，最后拨付节点为项目完成房屋所有权首次登记,True,policy_identification_filled.xlsx,City_audit,4stage_Ncost,4,4,stage_1|stage_2|stage_3|stage_4,主体|装修|竣备|确权,主体|装修|竣备|确权,complete_named_milestones,stage_1,stage_4,4,0.3,0.1,cumulative_same_denominator_stage_shares,terminal_stage_share:monthly_revenue_stage_ratio,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
汕头,汕头,Shantou-2,approved construction cost,,unspecified construction progress,retained balance,specified but count unavailable,other / unclear,False,False,,0.85,0.85,not explicitly countable from retained excerpt,explicit percentage near 封顶; midpoint used for a stated range,explicit terminal retention percentage in source text,监管额度 | 完成房屋所有权首次登记时，监管账户同步撤管,True,policy_identification_filled.xlsx,City_audit,5stage_Pcost,5,4,stage_1|stage_2|stage_3|stage_4|stage_5,阶段1|阶段2|竣备|阶段4|阶段5,阶段1|阶段2|竣备|阶段4,partial_named_milestones,,,4,,,not_estimable:topout_stage_name_unmapped,not_estimable:registration_stage_name_unmapped,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
海口,海口,Haikou-2,approved construction cost,with multiplier or floor,successive inspection stages,drawdown ceiling,specified,5% retained,True,False,6.0,0.45,0.05,numbered clauses in evidence excerpt,explicit percentage near 封顶; midpoint used for a stated range,manual 5% retained flag,监管额度内建设费用的30% | 完成房屋所有权首次登记期间，确保预售资金全部进入监管账户，预售资金的申请、审核、拨付等流程全过程监管,True,policy_identification_filled.xlsx,City_audit,4stage_Ncost,4,4,stage_1|stage_2|stage_3|stage_4,主体|装修|竣备|确权,主体|装修|竣备|确权,complete_named_milestones,stage_1,stage_4,4,0.7,0.1,cumulative_same_denominator_stage_shares,terminal_stage_share:monthly_revenue_stage_ratio,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
深圳,深圳,Shenzhen-1,,,no intermediate steps,找不到/未明确,none specified,other / unclear,False,False,0.0,0.1,,explicit no-intermediate-steps label,explicit percentage near 封顶; midpoint used for a stated range,not explicitly parseable from retained excerpt,深圳市第七届人民代表大会常务委员会公告（第七十四号） 信息来源：深圳市人民代表大会常务委员会 信息提供日期：2023-02-20 【字体：大中小 】 索 引 号： 分 类：法规规章 发布机构：深圳市人民代表大会常务委员会 发布日期：2023-02-20 09:56 名 称：深圳市第七届人民代表大会常务委员会公告（第七十四号）深圳市人民代表大会常务委员会关于暂时停止适用《深圳经济特区房地产转让条例》有关规定的决定 文 号：（第七十四号） 《深圳市人民代表大会常务委员会关于暂时停止适用〈深圳经济特区房地产转让条例〉有关规定的决定》经深圳市第七届人民代表大会常务委员会第十四次会议于2022年12月29日通过，现予公布。 深圳市人民代表大会常务委员会 2022年12月29日 深圳市人民代表大会常务委员会关于暂时停止适用《深圳经济特区房地产转让条例》有关规定的决定 深圳市第七届人民代表大会常务委员会第十四次会议对《深圳经济特区房地产转让条例》有关规定作如下决定： 暂时停止适用《深圳经济特区房地产转让条例》第三十四条第一款第四项、第三十六条、第三十七条的规定。 暂时停止适用上述有关规定的期限为三年。暂时停止适用期间，商品房预售资金监管按照市人民政府有关规定执行。实践证明可行的，应当修改完善法规有关规定；实践证明不宜停止的，恢复施行法规有关规定。 本决定自公布之日起施行。 附件：暂时停止适用《深圳经济特区房地产转让条例》的相关规定 附件 暂时停止适用《深圳经济特区房地产转让条例》的相关规定 第三十四条第一款第四项 房地产开发商预售房地产应当符合下列条件：……（四）房地产开发商和金融机构已签订,True,policy_identification_filled.xlsx,City_audit,5stage_Pcost,5,3,stage_1|stage_2|stage_3|stage_4|stage_5,阶段1|阶段2|竣备|阶段4|阶段5,阶段1|阶段2|阶段4,partial_named_milestones,,,3,,,not_estimable:topout_stage_name_unmapped,not_estimable:registration_stage_name_unmapped,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
清远,清远,Qingyuan-3,approved construction cost,,unspecified construction progress,retained balance,specified but count unavailable,other / unclear,False,False,,0.6,,not explicitly countable from retained excerpt,explicit percentage near 主体结构封顶; midpoint used for a stated range,not explicitly parseable from retained excerpt,监管额度由住房城乡建设部门根据商品房建设工程单位综合造价乘以监管项目的施工许可面积核定 | 监管账户内的购房款,True,policy_identification_filled.xlsx,City_audit,5stage_Pcost,5,2,stage_1|stage_2|stage_3|stage_4|stage_5,阶段1|阶段2|竣备|阶段4|阶段5,阶段1|阶段4,partial_named_milestones,,,2,,,not_estimable:topout_stage_name_unmapped,not_estimable:registration_stage_name_unmapped,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
澄迈,澄迈,Chengmai-3,approved construction cost,with multiplier or floor,successive inspection stages,drawdown ceiling,specified,condition beyond first registration,True,True,13.0,0.45,0.05,numbered clauses in evidence excerpt,explicit percentage near 主体结构封顶; midpoint used for a stated range,manual 5% retained flag,监管额度、违约责任等，监管协议主要内容要在预售方案中予以明确，并通过附件方式在《商品房买卖合同》中予以体现 | 监管账户内累计预售资金超过重点监管额度后，监管银行应通知监管部门和开发企业，开发企业可自行提取重点监管额度以外的资金，优先用于预售项目工程建设和偿还本项目贷款等 | 完成房屋所有权首次登记后终止,True,policy_identification_filled.xlsx,City_audit,4stage_Ncost,4,4,stage_1|stage_2|stage_3|stage_4,主体|装修|竣备|确权,主体|装修|竣备|确权,complete_named_milestones,stage_1,stage_4,4,0.4736842105263157,1.0,cumulative_same_denominator_stage_shares,terminal_stage_share:within_cohort_amount_share,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
珠海,珠海,Zhuhai-2,approved construction cost,,named administrative certificates,retained balance,specified,other / unclear,False,False,2.0,,,numbered clauses in evidence excerpt,not explicitly parseable from retained excerpt,not explicitly parseable from retained excerpt,监管额度外资金用于偿还本项目开发贷款的，应将开发贷资金账户作为收款账户 | 监管账户内的监管额度外资金用于偿还本项目开发贷款的，应将开发贷资金账户作为收款账户 | 完成《房屋建筑工程和市政基础设施工程竣工验收备案表》手续后，留存竣工备案预留额度（竣工备案预留额度为1000元/每平方米乘以预售面积），其余金额给予解除,True,policy_identification_filled.xlsx,City_audit,5stage_Pcost,5,2,stage_1|stage_2|stage_3|stage_4|stage_5,阶段1|阶段2|竣备|阶段4|阶段5,阶段1|阶段4,partial_named_milestones,,,2,,,not_estimable:topout_stage_name_unmapped,not_estimable:registration_stage_name_unmapped,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
琼中,琼中,Qiongzhong-3,approved construction cost,with multiplier or floor,successive inspection stages,drawdown ceiling,specified,5% retained,True,False,5.0,,0.05,numbered clauses in evidence excerpt,not explicitly parseable from retained excerpt,manual 5% retained flag,监管额度及违约责任等内容 | 监管账户内的资金达到监管额度后，超出部分可由开发企业自行提取使用 | 完成不动产首次登记，监管协议无其他约定的，可以全额拨付剩余监管资金,True,policy_identification_filled.xlsx,City_audit,4stage_Ncost,4,1,stage_1|stage_2|stage_3|stage_4,主体|装修|竣备|确权,确权,partial_named_milestones,,stage_4,1,,1.0,not_estimable:topout_stage_name_unmapped,terminal_stage_share:within_cohort_amount_share,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
琼海,琼海,Qionghai-3,approved construction cost,,successive inspection stages,drawdown ceiling,specified but count unavailable,5% retained,True,False,,0.5,0.05,not explicitly countable from retained excerpt,explicit percentage near 主体结构; midpoint used for a stated range,manual 5% retained flag,监管额度内资金不得超过监管额度的50% | 累计申请使用监管额度内资金不得超过监管额度的50%,True,policy_identification_filled.xlsx,City_audit,4stage_Ncost,4,2,stage_1|stage_2|stage_3|stage_4,主体|装修|竣备|确权,竣备|确权,partial_named_milestones,,stage_4,2,,1.0,not_estimable:topout_stage_name_unmapped,terminal_stage_share:within_cohort_amount_share,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
白沙,白沙,Baisha-3,approved construction cost,with multiplier or floor,successive inspection stages,drawdown ceiling,specified,condition beyond first registration,True,True,13.0,0.6,0.05,numbered clauses in evidence excerpt,explicit percentage near 主体结构; midpoint used for a stated range,manual 5% retained flag,监管额度及违约责任等内容 | 监管账户内的资金 | 完成撤销备案和退款审批手续的，监管银行应在2个工作日内，将监管资金退回购房人指定的交易资金结算个人账户和贷款银行、住房公积金管理部门账户,True,policy_identification_filled.xlsx,City_audit,4stage_Ncost,4,4,stage_1|stage_2|stage_3|stage_4,主体|装修|竣备|确权,主体|装修|竣备|确权,complete_named_milestones,stage_1,stage_4,4,0.3,0.1,cumulative_same_denominator_stage_shares,terminal_stage_share:monthly_revenue_stage_ratio,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
肇庆,肇庆,Zhaoqing-2,presale proceeds,,successive inspection stages,retained balance,specified,condition beyond first registration,False,True,3.0,0.9,,explicit Chinese count in evidence excerpt,explicit percentage near 主体结构封顶; midpoint used for a stated range,not explicitly parseable from retained excerpt,完成拆除脚手架后、完成竣工验收备案手续后并达到预购人可单方办理转移登记条件前这三个时间节点，对应留存额度分别为项目备案销售价格总额的10%、5%、1%，在此基础上，结合信用信息管理调整留存比例的幅度基本按上下浮动进行留存，对信用A级的企业按基本留存标准数额的80%留存，对信息等级最低的D级企业按200%留存,True,policy_identification_filled.xlsx,City_audit,5stage_Pcost,5,3,stage_1|stage_2|stage_3|stage_4|stage_5,阶段1|阶段2|竣备|阶段4|阶段5,阶段1|阶段2|竣备,partial_named_milestones,,,3,,,not_estimable:topout_stage_name_unmapped,not_estimable:registration_stage_name_unmapped,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
陵水,陵水,Lingshui-3,approved construction cost,with multiplier or floor,unspecified construction progress,找不到/未明确,specified but count unavailable,other / unclear,False,False,,,,not explicitly countable from retained excerpt,not explicitly parseable from retained excerpt,not explicitly parseable from retained excerpt,监管额度内资金用于工程建设 | 监管账户内的资金达到监管额度后，超出部分可由开发企业自行提取使用 | 完成房屋所有权首次登记后终止,True,policy_identification_filled.xlsx,City_audit,4stage_Ncost,4,4,stage_1|stage_2|stage_3|stage_4,主体|装修|竣备|确权,主体|装修|竣备|确权,complete_named_milestones,stage_1,stage_4,4,0.2999999999999999,0.0999999999999999,cumulative_same_denominator_stage_shares,terminal_stage_share:monthly_revenue_stage_ratio,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
韶关,韶关,Shaoguan-3,approved construction cost,,successive inspection stages,retained balance,specified but count unavailable,other / unclear,False,False,,0.5,,not explicitly countable from retained excerpt,explicit percentage near 封顶; midpoint used for a stated range,not explicitly parseable from retained excerpt,监管额度的，房地 产 开 发 企业可以向监管机构申请使用重点监管资金进行支付 | 监管账户内预售资金未达到重点监管额度的，房地 产 开 发 企业可以向监管机构申请使用重点监管资金进行支付 | 完成项目现售备案前预售给购房 人 ， 购 房人依照合同约定支付的首付款、一次性付款、分期付款、按揭款以及其他形式的全部购房款项,True,policy_identification_filled.xlsx,City_audit,5stage_Pcost,5,3,stage_1|stage_2|stage_3|stage_4|stage_5,阶段1|阶段2|竣备|阶段4|阶段5,阶段1|竣备|阶段4,partial_named_milestones,,,3,,,not_estimable:topout_stage_name_unmapped,not_estimable:registration_stage_name_unmapped,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
